pkey,created_on,last_updated_on,version,batting_hand,style_batting,date_of_birth,place_of_birth,bowling_hand,style_bowling,bowling_type,country,fielding_pos,first_name,url_img,last_name,middle_name,playing_role,short_name,src_id,url_thumb
3375,"2021-02-15 01:12:41",NULL,0,RIGHT,"Right Hand Bat",1991-11-19,,RIGHT,"Right Arm Medium",MEDIUM,zw,NULL,"Nathan Waller",,,,,"NR Waller",44143,
3376,"2021-02-15 01:12:42",NULL,0,RIGHT,"Right Hand Bat",1996-07-26,,NULL,,NULL,za,NULL,"Grant Roelofsen",,,,,"G Roelofsen",47542,
3377,"2021-02-15 01:12:42",NULL,0,RIGHT,"Right Hand Bat",1991-07-10,,RIGHT,"Right Arm Leg Spin",LEG_SPIN,za,NULL,"Kushen Kishun",,,,,"KR Kishun",47607,
3378,"2021-02-15 01:12:42",NULL,0,RIGHT,"Right Hand Bat",1996-04-12,,RIGHT,"Right Arm Leg Spin",LEG_SPIN,za,NULL,"Sohail Mahmoud",,,,,"S Mahmoud",47608,
3379,"2021-02-15 01:12:42",NULL,0,RIGHT,"Right Hand Bat",1997-03-14,,LEFT,"Left Arm Orthodox",OFF_SPIN,za,NULL,"Nduduzo Mfoza",,,,,"N Mfoza",46849,
3380,"2021-02-15 01:12:43",NULL,0,RIGHT,"Right Hand Bat",1992-08-10,,RIGHT,"Right Arm Leg Spin",LEG_SPIN,zw,NULL,"Innocent Kaia",,,,,"I Kaia",53650,
3381,"2021-02-15 01:12:43",NULL,0,RIGHT,"Right Hand Bat",1997-04-27,,LEFT,"Left Arm Wrist Spin",NULL,zw,NULL,"Rugare Magarira",,,,,"R Magarira",1226,
3382,"2021-02-15 01:12:43",NULL,0,LEFT,"Left hand Bat",1998-03-02,,LEFT,"Left Arm Medium Fast",MEDIUM_FAST,zw,NULL,"Keith Jaure",,,,,"KK Jaure",46021,
3383,"2021-02-15 01:12:43",NULL,0,RIGHT,"Right Hand Bat",1992-01-24,,NULL,,NULL,zw,NULL,"Kudzai Sauramba",,,,,"KL Sauramba",44180,
3384,"2021-02-15 01:12:46",NULL,0,LEFT,"Left hand Bat",1994-01-06,,LEFT,"Left Arm Orthodox",OFF_SPIN,za,NULL,"Kyle Simmonds",,,,,"KI Simmonds",47615,
3385,"2021-02-15 01:12:46",NULL,0,LEFT,"Left hand Bat",1990-03-21,,LEFT,"Left Arm Medium",MEDIUM,za,NULL,"Cebo Tshiki",,,,,"C Tshiki",47578,
3386,"2021-02-15 01:12:47",NULL,0,RIGHT,"Right Hand Bat",1990-08-09,,NULL,,NULL,za,NULL,"Gerhardt Abrahams",,,,,"GJ Abrahams",47519,
3387,"2021-02-15 01:12:47",NULL,0,RIGHT,"Right Hand Bat",1995-09-14,,RIGHT,"Right Arm Off Break",OFF_SPIN,za,NULL,"Niel Botha",,,,,"N Botha",57194,
3388,"2021-02-15 01:12:47",NULL,0,RIGHT,"Right Hand Bat",1984-08-28,,RIGHT,"Right Arm Medium Fast",MEDIUM_FAST,za,NULL,"Phaphama Fojela",,,,,"P Fojela",53159,
3389,"2021-02-15 01:12:47",NULL,0,RIGHT,"Right Hand Bat",1987-10-31,,RIGHT,"Right Arm Medium",MEDIUM,za,NULL,"Somila Seyibokwe",,,,,"S Seyibokwe",52298,
3390,"2021-02-15 01:12:48",NULL,0,RIGHT,"Right Hand Bat",1995-01-02,,RIGHT,"Right Arm Medium",MEDIUM,za,NULL,"Curtley Louw",,,,,"CM Louw",57258,
3391,"2021-02-15 01:12:48",NULL,0,LEFT,"Left hand Bat",1991-12-28,,RIGHT,"Right Arm Leg Spin",LEG_SPIN,za,NULL,"Gionne Koopman",,,,,"GVJ Koopman",53008,
3392,"2021-02-15 01:12:49",NULL,0,RIGHT,"Right Hand Bat",1996-01-19,,RIGHT,"Right Arm Off Break",OFF_SPIN,za,NULL,"Kurtlyn Mannikam",,,,,"KR Mannikam",47611,
3393,"2021-02-15 01:12:49",NULL,0,RIGHT,"Right Hand Bat",1995-01-25,,LEFT,"Left Arm Orthodox",OFF_SPIN,za,NULL,"Luke Schlemmer",,,,,"LA Schlemmer",51140,
3394,"2021-02-15 01:12:50",NULL,0,RIGHT,"Right Hand Bat",1997-03-27,,RIGHT,"Right Arm Fast",FAST,za,NULL,"Ziyaad Abrahams",,,,,"Z Abrahams",1255,
3395,"2021-02-15 01:12:50",NULL,0,LEFT,"Left hand Bat",1990-11-23,,RIGHT,"Right Arm Fast Medium",FAST_MEDIUM,za,NULL,"Graham Hume",,,,,"GI Hume",47609,
3396,"2021-02-15 01:12:51",NULL,0,RIGHT,"Right Hand Bat",1992-11-10,,RIGHT,"Right Arm Medium",MEDIUM,za,NULL,"Clayton Bosch",,,,,"CG Bosch",55628,
3397,"2021-02-15 01:12:51",NULL,0,LEFT,"Left hand Bat",1997-06-12,,NULL,,NULL,za,NULL,"Mncedisi Malika",,,,,"M Malika",46851,
3398,"2021-02-15 01:12:51",NULL,0,RIGHT,"Right Hand Bat",1993-06-20,,RIGHT,"Right Arm Off Break",OFF_SPIN,zw,NULL,"Kevin Kasuza",,,,,"KT Kasuza",44153,
3399,"2021-02-15 01:12:56",NULL,0,RIGHT,"Right Hand Bat",1996-08-23,,RIGHT,"Right Arm Off Break",OFF_SPIN,za,NULL,"Ndumiso Mvelase",,,,,"NP Mvelase",47556,
3400,"2021-02-15 01:13:03",NULL,0,NULL,,0002-11-30,,NULL,,NULL,in,NULL,"Lalith Mohan",,,,,"Lalith Mohan",103948,
3401,"2021-02-15 01:13:04",NULL,0,NULL,,0002-11-30,,NULL,,NULL,in,NULL,"KV Kashyap Prakash",,,,,"KV Kashyap Prakash",103947,
3402,"2021-02-15 01:13:04",NULL,0,NULL,,0002-11-30,,NULL,,NULL,in,NULL,"Gulfaam Saleh",,,,,"Gulfaam Saleh",103949,
3403,"2021-02-15 01:13:04",NULL,0,NULL,,0002-11-30,,NULL,,NULL,in,NULL,"M Lekhaz Reddy",,,,,"M Lekhaz Reddy",103929,
3404,"2021-02-15 01:13:05",NULL,0,NULL,,0002-11-30,,NULL,,NULL,in,NULL,"S Ashish",,,,,"S Ashish",103940,
3405,"2021-02-15 01:13:05",NULL,0,NULL,,0002-11-30,,NULL,,NULL,in,NULL,"K Sudharshan",,,,,"K Sudharshan",103942,
3406,"2021-02-15 01:13:05",NULL,0,NULL,,0002-11-30,,NULL,,NULL,in,NULL,"K Bhima Rao",,,,,"K Bhima Rao",103941,
3407,"2021-02-15 01:13:06",NULL,0,NULL,,0002-11-30,,NULL,,NULL,in,NULL,"S Tarun",,,,,"S Tarun",103944,
3408,"2021-02-15 01:13:06",NULL,0,NULL,,0002-11-30,,NULL,,NULL,in,NULL,"Dasari Chaitanya",,,,,"Dasari Chaitanya",103946,
3409,"2021-02-15 01:13:06",NULL,0,NULL,,0002-11-30,,NULL,,NULL,in,NULL,"C Kranthi Kumar",,,,,"C Kranthi Kumar",103945,
3410,"2021-02-15 01:13:06",NULL,0,NULL,,0002-11-30,,NULL,,NULL,in,NULL,"V Sanjay Naidu",,,,,"V Sanjay Naidu",103937,
3411,"2021-02-15 01:13:07",NULL,0,NULL,,0002-11-30,,NULL,,NULL,in,NULL,"Jagdish Rami Reddy",,,,,"Jagdish Rami Reddy",103936,
3412,"2021-02-15 01:13:07",NULL,0,NULL,,0002-11-30,,NULL,,NULL,in,NULL,"A Pranay Kumar",,,,,"A Pranay Kumar",103939,
3413,"2021-02-15 01:13:07",NULL,0,NULL,,0002-11-30,,NULL,,NULL,in,NULL,"Pinninti Tapaswi",,,,,"Pinninti Tapaswi",103938,
3414,"2021-02-15 01:13:08",NULL,0,NULL,,0002-11-30,,NULL,,NULL,in,NULL,"Shoaib Md Khan",,,,,"Shoaib Md Khan",103951,
3415,"2021-02-15 01:13:08",NULL,0,NULL,,0002-11-30,,NULL,,NULL,in,NULL,"Girinath Reddy",,,,,"Girinath Reddy",103950,
3416,"2021-02-15 01:13:08",NULL,0,NULL,,0002-11-30,,NULL,,NULL,in,NULL,"Dasari Swaroop-Kumar",,,,,"Dasari Swaroop-Kumar",103953,
3417,"2021-02-15 01:13:08",NULL,0,NULL,,0002-11-30,,NULL,,NULL,in,NULL,"Chengalpet Rajan Gnaneshwar",,,,,"Chengalpet Rajan Gnaneshwar",103931,
3418,"2021-02-15 01:13:09",NULL,0,NULL,,0002-11-30,,NULL,,NULL,in,NULL,"A Prasanth",,,,,"A Prasanth",103952,
3419,"2021-02-15 01:13:09",NULL,0,NULL,,0002-11-30,,NULL,,NULL,in,NULL,"M Dheeraj Kumar",,,,,"M Dheeraj Kumar",103930,
3420,"2021-02-15 01:13:09",NULL,0,NULL,,0002-11-30,,NULL,,NULL,in,NULL,"M Bhargav",,,,,"M Bhargav",103955,
3421,"2021-02-15 01:13:09",NULL,0,NULL,,0002-11-30,,NULL,,NULL,in,NULL,"M A Praneeth",,,,,"M A Praneeth",103933,
3422,"2021-02-15 01:13:10",NULL,0,NULL,,0002-11-30,,NULL,,NULL,in,NULL,"Cheepurapalli Stephen",,,,,"Cheepurapalli Stephen",103954,
3423,"2021-02-15 01:13:10",NULL,0,NULL,,0002-11-30,,NULL,,NULL,in,NULL,"Jyoti Sai Krishna",,,,,"Jyoti Sai Krishna",103932,
3424,"2021-02-15 01:13:10",NULL,0,NULL,,0002-11-30,,NULL,,NULL,in,NULL,"V Karthik Reddy",,,,,"V Karthik Reddy",103957,
3425,"2021-02-15 01:13:10",NULL,0,NULL,,0002-11-30,,NULL,,NULL,in,NULL,"Naren Reddy",,,,,"Naren Reddy",103935,
3426,"2021-02-15 01:13:11",NULL,0,NULL,,0002-11-30,,NULL,,NULL,in,NULL,"T VIjay",,,,,"T VIjay",103956,
3427,"2021-02-15 01:13:11",NULL,0,NULL,,0002-11-30,,NULL,,NULL,in,NULL,"M Ravi Kiran",,,,,"M Ravi Kiran",103934,
3428,"2021-02-15 01:13:14",NULL,0,NULL,,0002-11-30,,NULL,,NULL,in,NULL,Anjaneyulu,,,,,Anjaneyulu,104021,
3429,"2021-02-15 01:13:14",NULL,0,NULL,,0002-11-30,,NULL,,NULL,in,NULL,Swaroop,,,,,Swaroop,104020,
3430,"2021-02-15 01:13:14",NULL,0,NULL,,0002-11-30,,NULL,,NULL,in,NULL,"Y Pramod",,,,,"Y Pramod",103971,
3431,"2021-02-15 01:13:14",NULL,0,NULL,,0002-11-30,,NULL,,NULL,in,NULL,"A Brahma Teja",,,,,"A Brahma Teja",103970,
3432,"2021-02-15 01:13:15",NULL,0,NULL,,0002-11-30,,NULL,,NULL,in,NULL,"CH Siddhart",,,,,"CH Siddhart",103969,
3433,"2021-02-15 01:13:15",NULL,0,NULL,,0002-11-30,,NULL,,NULL,in,NULL,Jogesh,,,,,Jogesh,104018,
3434,"2021-02-15 01:13:15",NULL,0,NULL,,0002-11-30,,NULL,,NULL,in,NULL,"B Sai Vignesh",,,,,"B Sai Vignesh",103984,
3435,"2021-02-15 01:13:16",NULL,0,NULL,,0002-11-30,,NULL,,NULL,in,NULL,"SK Rashid",,,,,"SK Rashid",103962,
3436,"2021-02-15 01:13:16",NULL,0,NULL,,0002-11-30,,NULL,,NULL,in,NULL,Shivraj,,,,,Shivraj,104019,
3437,"2021-02-15 01:13:16",NULL,0,NULL,,0002-11-30,,NULL,,NULL,in,NULL,"V Venu",,,,,"V Venu",103983,
3438,"2021-02-15 01:13:16",NULL,0,NULL,,0002-11-30,,NULL,,NULL,in,NULL,"K Dheeraj Lakshman",,,,,"K Dheeraj Lakshman",103961,
3439,"2021-02-15 01:13:17",NULL,0,NULL,,0002-11-30,,NULL,,NULL,in,NULL,"Nitish Kumar Reddy",,,,,"Nitish Kumar Reddy",103964,
3440,"2021-02-15 01:13:17",NULL,0,NULL,,0002-11-30,,NULL,,NULL,in,NULL,"Bodapati Sumanth",,,,,"Bodapati Sumanth",103963,
3441,"2021-02-15 01:13:17",NULL,0,NULL,,0002-11-30,,NULL,,NULL,in,NULL,"B Vinay",,,,,"B Vinay",103966,
3442,"2021-02-15 01:13:17",NULL,0,NULL,,0002-11-30,,NULL,,NULL,in,NULL,"KP Sai Rahul",,,,,"KP Sai Rahul",103965,
3443,"2021-02-15 01:13:18",NULL,0,NULL,,0002-11-30,,NULL,,NULL,in,NULL,"B Santosh Kumar",,,,,"B Santosh Kumar",103968,
3444,"2021-02-15 01:13:18",NULL,0,NULL,,0002-11-30,,NULL,,NULL,in,NULL,"Bandaru Ayyappa",,,,,"Bandaru Ayyappa",103967,
3445,"2021-02-15 01:13:18",NULL,0,NULL,,0002-11-30,,NULL,,NULL,in,NULL,"I Kartik Raman",,,,,"I Kartik Raman",103980,
3446,"2021-02-15 01:13:19",NULL,0,NULL,,0002-11-30,,NULL,,NULL,in,NULL,"M Harishanker Reddy",,,,,"M Harishanker Reddy",103982,
3447,"2021-02-15 01:13:19",NULL,0,NULL,,0002-11-30,,NULL,,NULL,in,NULL,"Y Sandeep",,,,,"Y Sandeep",103960,
3448,"2021-02-15 01:13:19",NULL,0,NULL,,0002-11-30,,NULL,,NULL,in,NULL,"K Karanshinde",,,,,"K Karanshinde",104013,
3449,"2021-02-15 01:13:19",NULL,0,NULL,,0002-11-30,,NULL,,NULL,in,NULL,"S K Ismail",,,,,"S K Ismail",103981,
3450,"2021-02-15 01:13:20",NULL,0,NULL,,0002-11-30,,NULL,,NULL,in,NULL,"P Avinash",,,,,"P Avinash",103959,
3451,"2021-02-15 01:13:20",NULL,0,NULL,,0002-11-30,,NULL,,NULL,in,NULL,"Kona Srikar-Bharat",,,,,"Kona Srikar-Bharat",103958,
3452,"2021-02-15 01:13:20",NULL,0,NULL,,0002-11-30,,NULL,,NULL,in,NULL,"K N Prudhvi Raj",,,,,"K N Prudhvi Raj",103973,
3453,"2021-02-15 01:13:21",NULL,0,NULL,,0002-11-30,,NULL,,NULL,in,NULL,"B Sivacharan Singh",,,,,"B Sivacharan Singh",103972,
3454,"2021-02-15 01:13:21",NULL,0,NULL,,0002-11-30,,NULL,,NULL,in,NULL,"M Raju Kulayappa",,,,,"M Raju Kulayappa",103975,
3455,"2021-02-15 01:13:21",NULL,0,NULL,,0002-11-30,,NULL,,NULL,in,NULL,"G Jayawardhane",,,,,"G Jayawardhane",103974,
3456,"2021-02-15 01:13:21",NULL,0,NULL,,0002-11-30,,NULL,,NULL,in,NULL,"K Maheep Kumar",,,,,"K Maheep Kumar",103977,
3457,"2021-02-15 01:13:22",NULL,0,NULL,,0002-11-30,,NULL,,NULL,in,NULL,"Sk Noor Basha",,,,,"Sk Noor Basha",103976,
3458,"2021-02-15 01:13:22",NULL,0,NULL,,0002-11-30,,NULL,,NULL,in,NULL,"G Manish",,,,,"G Manish",103979,
3459,"2021-02-15 01:13:22",NULL,0,NULL,,0002-11-30,,NULL,,NULL,in,NULL,"S Charan Sai Teja",,,,,"S Charan Sai Teja",103978,
3460,"2021-02-15 01:13:25",NULL,0,NULL,,0002-11-30,,NULL,,NULL,in,NULL,"E Dharani Kumar",,,,,"E Dharani Kumar",104022,
3461,"2021-02-15 01:13:25",NULL,0,NULL,,0002-11-30,,NULL,,NULL,in,NULL,"Vamsi Krishna",,,,,"Vamsi Krishna",104000,
3462,"2021-02-15 01:13:25",NULL,0,NULL,,0002-11-30,,NULL,,NULL,in,NULL,"Zaheer Abbas",,,,,"Zaheer Abbas",104003,
3463,"2021-02-15 01:13:26",NULL,0,NULL,,0002-11-30,,NULL,,NULL,in,NULL,"Prasanth Kumar",,,,,"Prasanth Kumar",103991,
3464,"2021-02-15 01:13:26",NULL,0,RIGHT,"Right Hand Bat",1989-12-12,,RIGHT,"Right Arm Medium",MEDIUM,in,NULL,"Ajay Kumar",,,,,"M Ajay Kumar",70332,
3465,"2021-02-15 01:13:26",NULL,0,NULL,,0002-11-30,,NULL,,NULL,in,NULL,"Dhruva Kumar Reddy",,,,,"Dhruva Kumar Reddy",104004,
3466,"2021-02-15 01:13:27",NULL,0,NULL,,0002-11-30,,NULL,,NULL,in,NULL,"R Atchutha-Rao",,,,,"R Atchutha-Rao",103990,
3467,"2021-02-15 01:13:27",NULL,0,NULL,,0002-11-30,,NULL,,NULL,in,NULL,Tejaswi,,,,,Tejaswi,104023,
3468,"2021-02-15 01:13:27",NULL,0,NULL,,0002-11-30,,NULL,,NULL,in,NULL,"Ricky Bhui",,,,,"Ricky Bhui",104001,
3469,"2021-02-15 01:13:27",NULL,0,NULL,,0002-11-30,,NULL,,NULL,in,NULL,"SK Md-Kamil",,,,,"SK Md-Kamil",103993,
3470,"2021-02-15 01:13:28",NULL,0,NULL,,0002-11-30,,NULL,,NULL,in,NULL,"Rakesh Augustine",,,,,"Rakesh Augustine",104002,
3471,"2021-02-15 01:13:28",NULL,0,NULL,,0002-11-30,,NULL,,NULL,in,NULL,"Mohammad Rafi",,,,,"Mohammad Rafi",103992,
3472,"2021-02-15 01:13:28",NULL,0,NULL,,0002-11-30,,NULL,,NULL,in,NULL,"Murumulla Sriram",,,,,"Murumulla Sriram",103986,
3473,"2021-02-15 01:13:28",NULL,0,NULL,,0002-11-30,,NULL,,NULL,in,NULL,"P Saran-Teja",,,,,"P Saran-Teja",103985,
3474,"2021-02-15 01:13:29",NULL,0,NULL,,0002-11-30,,NULL,,NULL,in,NULL,"Pranith Manyala",,,,,"Pranith Manyala",103988,
3475,"2021-02-15 01:13:29",NULL,0,NULL,,0002-11-30,,NULL,,NULL,in,NULL,"M Harshavardhan",,,,,"M Harshavardhan",103987,
3476,"2021-02-15 01:13:29",NULL,0,NULL,,0002-11-30,,NULL,,NULL,in,NULL,"Kolla Kranthi Kiran",,,,,"Kolla Kranthi Kiran",103989,
3477,"2021-02-15 01:13:30",NULL,0,NULL,,0002-11-30,,NULL,,NULL,in,NULL,"Varshith Reddy",,,,,"Varshith Reddy",104010,
3478,"2021-02-15 01:13:30",NULL,0,NULL,,0002-11-30,,NULL,,NULL,in,NULL,"Siva Kumar",,,,,"Siva Kumar",104011,
3479,"2021-02-15 01:13:30",NULL,0,NULL,,0002-11-30,,NULL,,NULL,in,NULL,"Sneha Kishore",,,,,"Sneha Kishore",104012,
3480,"2021-02-15 01:13:31",NULL,0,NULL,,0002-11-30,,NULL,,NULL,in,NULL,"P Subramnayam",,,,,"P Subramnayam",104007,
3481,"2021-02-15 01:13:31",NULL,0,NULL,,0002-11-30,,NULL,,NULL,in,NULL,"B Satwik",,,,,"B Satwik",103995,
3482,"2021-02-15 01:13:31",NULL,0,NULL,,0002-11-30,,NULL,,NULL,in,NULL,"CH VS Kaushik",,,,,"CH VS Kaushik",104008,
3483,"2021-02-15 01:13:31",NULL,0,NULL,,0002-11-30,,NULL,,NULL,in,NULL,"PP Manohar",,,,,"PP Manohar",103994,
3484,"2021-02-15 01:13:32",NULL,0,NULL,,0002-11-30,,NULL,,NULL,in,NULL,"Ashwin Hebbar",,,,,"Ashwin Hebbar",104005,
3485,"2021-02-15 01:13:32",NULL,0,NULL,,0002-11-30,,NULL,,NULL,in,NULL,"V Ujjwal",,,,,"V Ujjwal",103997,
3486,"2021-02-15 01:13:32",NULL,0,NULL,,0002-11-30,,NULL,,NULL,in,NULL,"Munish Verma",,,,,"Munish Verma",104006,
3487,"2021-02-15 01:13:33",NULL,0,NULL,,0002-11-30,,NULL,,NULL,in,NULL,"J Durga-Kumar",,,,,"J Durga-Kumar",103996,
3488,"2021-02-15 01:13:33",NULL,0,NULL,,0002-11-30,,NULL,,NULL,in,NULL,"Uppara Girinath",,,,,"Uppara Girinath",103999,
3489,"2021-02-15 01:13:33",NULL,0,NULL,,0002-11-30,,NULL,,NULL,in,NULL,"J Vinod-Naidu",,,,,"J Vinod-Naidu",103998,
3490,"2021-02-15 01:13:34",NULL,0,NULL,,0002-11-30,,NULL,,NULL,in,NULL,"Achikollu Vinay Kumar",,,,,"Achikollu Vinay Kumar",104009,
3491,"2021-02-15 01:13:39",NULL,0,NULL,,0002-11-30,,NULL,,NULL,in,NULL,"N Madhav",,,,,"N Madhav",104024,
3492,"2021-02-15 01:13:44",NULL,0,NULL,,0002-11-30,,NULL,,NULL,in,NULL,"Hemant Reddy",,,,,"Hemant Reddy",104037,
3493,"2021-02-15 01:13:51",NULL,0,NULL,,0002-11-30,,NULL,,NULL,in,NULL,"AV Surya",,,,,"AV Surya",104112,
3494,"2021-02-15 01:13:55",NULL,0,NULL,,0002-11-30,,NULL,,NULL,in,NULL,"Karan Khanna",,,,,"K Khanna",104107,
3495,"2021-02-15 01:13:58",NULL,0,NULL,,0002-11-30,,NULL,,NULL,in,NULL,"B Yogananda",,,,,Yogananda,104111,
3496,"2021-02-15 01:14:09",NULL,0,NULL,,0002-11-30,,NULL,,NULL,in,NULL,"Madan Kumar",,,,,"Madan Kumar",104114,
3497,"2021-02-15 01:14:11",NULL,0,NULL,,0002-11-30,,NULL,,NULL,in,NULL,"Girish Reddy",,,,,"G Reddy",104115,
3498,"2021-02-15 01:14:13",NULL,0,NULL,,0002-11-30,,NULL,,NULL,in,NULL,"Srikar Sai Reddy",,,,,"Srikar Sai Reddy",104116,
3499,"2021-02-15 01:14:16",NULL,0,NULL,,0002-11-30,,NULL,,NULL,in,NULL,"Farhad Khadri",,,,,"F Khadri",104124,
3500,"2021-02-15 01:14:33",NULL,0,NULL,,0002-11-30,,NULL,,NULL,bd,NULL,"Anisul Islam Emon",,,,,"Anisul Islam Emon",94785,
3501,"2021-02-15 01:14:33",NULL,0,LEFT,"Left hand Bat",1999-12-01,,NULL,,NULL,bd,NULL,"Tanzid Hasan",,,,,"Tanzid Hasan",63742,
3502,"2021-02-15 01:14:34",NULL,0,LEFT,"Left hand Bat",2002-09-09,,LEFT,"Left Arm Orthodox",OFF_SPIN,bd,NULL,"Rakibul Hasan",,,,,"Rakibul Hasan",90597,
3503,"2021-02-15 01:14:34",NULL,0,RIGHT,"Right Hand Bat",2001-10-08,,NULL,,NULL,bd,NULL,"Akbar Ali",,,,,"Akbar Ali",94112,
3504,"2021-02-15 01:14:34",NULL,0,RIGHT,"Right Hand Bat",1986-08-07,,RIGHT,"Right Arm Medium Fast",MEDIUM_FAST,bd,NULL,"Shahadat Hossain",,,,,"Shahadat Hossain",97383,
3505,"2021-02-15 01:14:34",NULL,0,NULL,,0002-11-30,,NULL,,NULL,bd,NULL,"Rejaur Rahman Raza",,,,,"Rejaur Rahman Raza",94253,
3506,"2021-02-15 01:14:37",NULL,0,NULL,,0002-11-30,,NULL,,NULL,bd,NULL,"Shamim Hossain",,,,,"Shamim Hossain",94122,
3507,"2021-02-15 01:14:37",NULL,0,RIGHT,"Right Hand Bat",1995-06-18,,RIGHT,"Right Arm Fast Medium",FAST_MEDIUM,bd,NULL,"Salman Hossain",,,,,"Salman Hossain",54631,
3508,"2021-02-15 01:14:38",NULL,0,LEFT,"Left hand Bat",2002-06-12,,NULL,,NULL,bd,NULL,"Parvez Hossain Emon",,,,,"Parvez Hossain Emon",94776,
3509,"2021-02-15 01:14:38",NULL,0,RIGHT,"Right Hand Bat",1996-08-11,,NULL,,NULL,bd,NULL,"Abu Sayeem",,,,,"Abu Sayeem",55133,
3510,"2021-02-15 01:14:42",NULL,0,NULL,,0002-11-30,,NULL,,NULL,bd,NULL,"Mahmudul Hasan Joy",,,,,"Mahmudul Hasan Joy",94214,
3511,"2021-02-15 01:14:42",NULL,0,NULL,,2001-04-17,,LEFT,"Left Arm Orthodox",OFF_SPIN,bd,NULL,"Mehadi Hasan",,,,,"Mehadi Hasan",63573,
3512,"2021-02-15 01:14:42",NULL,0,RIGHT,"Right Hand Bat",1993-12-20,,RIGHT,"Right Arm Medium",MEDIUM,bd,NULL,"Shykat Ali",,,,,"Shykat Ali",43307,
3513,"2021-02-15 01:14:50",NULL,0,RIGHT,"Right Hand Bat",1986-08-07,,RIGHT,"Right Arm Medium Fast",MEDIUM_FAST,bd,NULL,"Shahadat Hossain",,,,,"Shahadat Hossain",94121,
3514,"2021-02-15 01:14:51",NULL,0,RIGHT,"Right Hand Bat",2002-01-20,,RIGHT,"Right Arm Medium Fast",MEDIUM_FAST,bd,NULL,"Mehedi Hasan",,,,,"Mehedi Hasan",94115,
3515,"2021-02-15 01:15:22",NULL,0,NULL,,0002-11-30,,NULL,,NULL,in,NULL,"Sumanto Gupta",,,,,"Sumanto Gupta",104483,
3516,"2021-02-15 01:15:22",NULL,0,NULL,,0002-11-30,,NULL,,NULL,in,NULL,"Kunal Kumar",,,,,"Kunal Kumar",104481,
3517,"2021-02-15 01:15:23",NULL,0,RIGHT,"Right Hand Bat",1996-07-21,,LEFT,"Left Arm Orthodox",OFF_SPIN,,NULL,"Shreyan Chakraborty",,,,,"Shreyan Chakraborty",96844,
3518,"2021-02-15 01:15:23",NULL,0,NULL,,0002-11-30,,NULL,,NULL,in,NULL,"Karan Lal",,,,,"Karan Lal",94821,
3519,"2021-02-15 01:15:23",NULL,0,NULL,,0002-11-30,,NULL,,NULL,in,NULL,"Saikat Banerjee",,,,,"Saikat Banerjee",104480,
3520,"2021-02-15 01:15:23",NULL,0,NULL,,0002-11-30,,NULL,,NULL,in,NULL,"Raj Kumar Pal",,,,,"Raj Kumar Pal",97073,
3521,"2021-02-15 01:15:24",NULL,0,RIGHT,"Right Hand Bat",1996-12-17,,NULL,,NULL,bd,NULL,"Prosenjit Das",,,,,"Prosenjit Das",52892,
3522,"2021-02-15 01:15:24",NULL,0,RIGHT,"Right Hand Bat",1992-11-29,,RIGHT,"Right Arm Medium",MEDIUM,in,NULL,"Sandipan Das",,,,,"Sandipan Das",54537,
3523,"2021-02-15 01:15:24",NULL,0,NULL,,0002-11-30,,NULL,,NULL,in,NULL,"Rajarshi Mitra",,,,,"Rajarshi Mitra",104478,
3524,"2021-02-15 01:15:24",NULL,0,NULL,,0002-11-30,,NULL,,NULL,in,NULL,"Bapi Manna",,,,,"Bapi Manna",104479,
3525,"2021-02-15 01:15:25",NULL,0,LEFT,"Left hand Bat",1987-02-02,,NULL,,NULL,in,NULL,"Chirag Pathak",,,,,"CR Pathak",53989,
3526,"2021-02-15 01:15:25",NULL,0,NULL,,0002-11-30,,NULL,,NULL,in,NULL,"Alok Pratap Singh",,,,,"Alok Pratap Singh",104472,
3527,"2021-02-15 01:15:25",NULL,0,RIGHT,"Right Hand Bat",1980-11-24,,RIGHT,"Right Arm Off Break",OFF_SPIN,in,NULL,"Arjun Kumar",,,,,"Arjun Kumar",92179,
3528,"2021-02-15 01:15:25",NULL,0,NULL,,0002-11-30,,NULL,,NULL,in,NULL,"Suraj Sindhu Jaiswal",,,,,"Suraj Sindhu Jaiswal",104473,
3529,"2021-02-15 01:15:26",NULL,0,NULL,,0002-11-30,,NULL,,NULL,in,NULL,"Shreyan Ghosh",,,,,"Shreyan Ghosh",104470,
3530,"2021-02-15 01:15:26",NULL,0,NULL,,0002-11-30,,NULL,,NULL,in,NULL,"Angshuman Chakrborty",,,,,"Angshuman Chakrborty",104471,
3531,"2021-02-15 01:15:26",NULL,0,NULL,,0002-11-30,,NULL,,NULL,in,NULL,"Arka Sarkar",,,,,"Arka Sarkar",104476,
3532,"2021-02-15 01:15:27",NULL,0,NULL,,0002-11-30,,NULL,,NULL,in,NULL,"Abhilash Semiwal",,,,,"Abhilash Semiwal",104477,
3533,"2021-02-15 01:15:27",NULL,0,NULL,,0002-11-30,,NULL,,NULL,in,NULL,"Satyam Mishra",,,,,"Satyam Mishra",104474,
3534,"2021-02-15 01:15:27",NULL,0,NULL,,0002-11-30,,NULL,,NULL,in,NULL,"Aditya Sharma",,,,,"Aditya Sharma",104475,
3535,"2021-02-15 01:15:27",NULL,0,RIGHT,"Right Hand Bat",1993-09-09,,RIGHT,"Right Arm Off Break",OFF_SPIN,in,NULL,"Shivam Sharma",,,,,"Shivam Sharma",740,
